year,icd_main_category,icd_detail_category,gender,death_age,death_count
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-003-Diarrhoea and gastroenteritis of presumed infectious origin(A09),M,85 and Over,1
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-004-Other intestinal infectious diseases(A01-A08),M,30 - 39,1
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-004-Other intestinal infectious diseases(A01-A08),M,65 - 69,2
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-004-Other intestinal infectious diseases(A01-A08),M,75 - 79,2
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-004-Other intestinal infectious diseases(A01-A08),M,80 - 84,3
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-004-Other intestinal infectious diseases(A01-A08),M,85 and Over,2
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-005-Respiratory tuberculosis(A15-A16),M,40 - 49,1
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-005-Respiratory tuberculosis(A15-A16),M,50 - 59,1
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-005-Respiratory tuberculosis(A15-A16),M,60 - 64,1
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-005-Respiratory tuberculosis(A15-A16),M,80 - 84,1
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-005-Respiratory tuberculosis(A15-A16),M,85 and Over,2
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-006-Other tuberculosis(A17-A19),M,65 - 69,1
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-006-Other tuberculosis(A17-A19),M,70 - 74,1
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),M,20 - 29,1
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),M,30 - 39,1
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),M,50 - 59,1
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),M,60 - 64,1
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),M,65 - 69,1
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),M,70 - 74,7
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),M,75 - 79,4
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),M,80 - 84,4
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),M,85 and Over,9
2021,1-001-Certain infection and parasitic diseases(A10-B99),"1-017-Other arthropod-borne viral fevers and viral haemorrhagic fevers(A90-A94,A96-A99)",M,40 - 49,1
2021,1-001-Certain infection and parasitic diseases(A10-B99),"1-017-Other arthropod-borne viral fevers and viral haemorrhagic fevers(A90-A94,A96-A99)",M,50 - 59,1
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-019-Viral hepatitis(B15-B19),M,50 - 59,2
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-019-Viral hepatitis(B15-B19),M,70 - 74,1
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-020-Human immunodeficiency virus [HIV] disease(B20-B24),M,30 - 39,1
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-020-Human immunodeficiency virus [HIV] disease(B20-B24),M,40 - 49,1
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-020-Human immunodeficiency virus [HIV] disease(B20-B24),M,50 - 59,1
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-020-Human immunodeficiency virus [HIV] disease(B20-B24),M,60 - 64,1
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-020-Human immunodeficiency virus [HIV] disease(B20-B24),M,65 - 69,1
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-020-Human immunodeficiency virus [HIV] disease(B20-B24),M,70 - 74,1
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-025-Remainder of certain infectious and parasitic diseases,M,30 - 39,6
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-025-Remainder of certain infectious and parasitic diseases,M,40 - 49,3
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-025-Remainder of certain infectious and parasitic diseases,M,50 - 59,38
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-025-Remainder of certain infectious and parasitic diseases,M,60 - 64,39
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-025-Remainder of certain infectious and parasitic diseases,M,65 - 69,50
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-025-Remainder of certain infectious and parasitic diseases,M,70 - 74,86
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-025-Remainder of certain infectious and parasitic diseases,M,75 - 79,69
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-025-Remainder of certain infectious and parasitic diseases,M,80 - 84,98
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-025-Remainder of certain infectious and parasitic diseases,M,85 and Over,121
2021,1-026-Neplasms(C00-D48),"1-027-Malignant neoplasm of lip, oral cavity and pharynx(C00-C14)",M,20 - 29,1
2021,1-026-Neplasms(C00-D48),"1-027-Malignant neoplasm of lip, oral cavity and pharynx(C00-C14)",M,30 - 39,2
2021,1-026-Neplasms(C00-D48),"1-027-Malignant neoplasm of lip, oral cavity and pharynx(C00-C14)",M,40 - 49,13
2021,1-026-Neplasms(C00-D48),"1-027-Malignant neoplasm of lip, oral cavity and pharynx(C00-C14)",M,50 - 59,25
2021,1-026-Neplasms(C00-D48),"1-027-Malignant neoplasm of lip, oral cavity and pharynx(C00-C14)",M,60 - 64,27
2021,1-026-Neplasms(C00-D48),"1-027-Malignant neoplasm of lip, oral cavity and pharynx(C00-C14)",M,65 - 69,24
2021,1-026-Neplasms(C00-D48),"1-027-Malignant neoplasm of lip, oral cavity and pharynx(C00-C14)",M,70 - 74,22
2021,1-026-Neplasms(C00-D48),"1-027-Malignant neoplasm of lip, oral cavity and pharynx(C00-C14)",M,75 - 79,12
2021,1-026-Neplasms(C00-D48),"1-027-Malignant neoplasm of lip, oral cavity and pharynx(C00-C14)",M,80 - 84,9
2021,1-026-Neplasms(C00-D48),"1-027-Malignant neoplasm of lip, oral cavity and pharynx(C00-C14)",M,85 and Over,8
2021,1-026-Neplasms(C00-D48),1-028-Malignant neoplasm of oesophagus(C15),M,30 - 39,1
2021,1-026-Neplasms(C00-D48),1-028-Malignant neoplasm of oesophagus(C15),M,40 - 49,4
2021,1-026-Neplasms(C00-D48),1-028-Malignant neoplasm of oesophagus(C15),M,50 - 59,16
2021,1-026-Neplasms(C00-D48),1-028-Malignant neoplasm of oesophagus(C15),M,60 - 64,15
2021,1-026-Neplasms(C00-D48),1-028-Malignant neoplasm of oesophagus(C15),M,65 - 69,12
2021,1-026-Neplasms(C00-D48),1-028-Malignant neoplasm of oesophagus(C15),M,70 - 74,17
2021,1-026-Neplasms(C00-D48),1-028-Malignant neoplasm of oesophagus(C15),M,75 - 79,9
2021,1-026-Neplasms(C00-D48),1-028-Malignant neoplasm of oesophagus(C15),M,80 - 84,12
2021,1-026-Neplasms(C00-D48),1-028-Malignant neoplasm of oesophagus(C15),M,85 and Over,7
2021,1-026-Neplasms(C00-D48),1-029-Malignant neoplasm of stomach(C16),M,20 - 29,1
2021,1-026-Neplasms(C00-D48),1-029-Malignant neoplasm of stomach(C16),M,30 - 39,3
2021,1-026-Neplasms(C00-D48),1-029-Malignant neoplasm of stomach(C16),M,40 - 49,4
2021,1-026-Neplasms(C00-D48),1-029-Malignant neoplasm of stomach(C16),M,50 - 59,18
2021,1-026-Neplasms(C00-D48),1-029-Malignant neoplasm of stomach(C16),M,60 - 64,18
2021,1-026-Neplasms(C00-D48),1-029-Malignant neoplasm of stomach(C16),M,65 - 69,18
2021,1-026-Neplasms(C00-D48),1-029-Malignant neoplasm of stomach(C16),M,70 - 74,28
2021,1-026-Neplasms(C00-D48),1-029-Malignant neoplasm of stomach(C16),M,75 - 79,17
2021,1-026-Neplasms(C00-D48),1-029-Malignant neoplasm of stomach(C16),M,80 - 84,28
2021,1-026-Neplasms(C00-D48),1-029-Malignant neoplasm of stomach(C16),M,85 and Over,32
2021,1-026-Neplasms(C00-D48),"1-030-Malignant neoplasm of colon, rectum and anus(C18-C21)",M,30 - 39,2
2021,1-026-Neplasms(C00-D48),"1-030-Malignant neoplasm of colon, rectum and anus(C18-C21)",M,40 - 49,17
2021,1-026-Neplasms(C00-D48),"1-030-Malignant neoplasm of colon, rectum and anus(C18-C21)",M,50 - 59,57
2021,1-026-Neplasms(C00-D48),"1-030-Malignant neoplasm of colon, rectum and anus(C18-C21)",M,60 - 64,73
2021,1-026-Neplasms(C00-D48),"1-030-Malignant neoplasm of colon, rectum and anus(C18-C21)",M,65 - 69,93
2021,1-026-Neplasms(C00-D48),"1-030-Malignant neoplasm of colon, rectum and anus(C18-C21)",M,70 - 74,87
2021,1-026-Neplasms(C00-D48),"1-030-Malignant neoplasm of colon, rectum and anus(C18-C21)",M,75 - 79,68
2021,1-026-Neplasms(C00-D48),"1-030-Malignant neoplasm of colon, rectum and anus(C18-C21)",M,80 - 84,60
2021,1-026-Neplasms(C00-D48),"1-030-Malignant neoplasm of colon, rectum and anus(C18-C21)",M,85 and Over,70
2021,1-026-Neplasms(C00-D48),1-031-Malignant neoplasm of liver and intrahepatic bile ducts(C22),M,Oct-19,1
2021,1-026-Neplasms(C00-D48),1-031-Malignant neoplasm of liver and intrahepatic bile ducts(C22),M,30 - 39,1
2021,1-026-Neplasms(C00-D48),1-031-Malignant neoplasm of liver and intrahepatic bile ducts(C22),M,40 - 49,6
2021,1-026-Neplasms(C00-D48),1-031-Malignant neoplasm of liver and intrahepatic bile ducts(C22),M,50 - 59,46
2021,1-026-Neplasms(C00-D48),1-031-Malignant neoplasm of liver and intrahepatic bile ducts(C22),M,60 - 64,61
2021,1-026-Neplasms(C00-D48),1-031-Malignant neoplasm of liver and intrahepatic bile ducts(C22),M,65 - 69,74
2021,1-026-Neplasms(C00-D48),1-031-Malignant neoplasm of liver and intrahepatic bile ducts(C22),M,70 - 74,83
2021,1-026-Neplasms(C00-D48),1-031-Malignant neoplasm of liver and intrahepatic bile ducts(C22),M,75 - 79,43
2021,1-026-Neplasms(C00-D48),1-031-Malignant neoplasm of liver and intrahepatic bile ducts(C22),M,80 - 84,57
2021,1-026-Neplasms(C00-D48),1-031-Malignant neoplasm of liver and intrahepatic bile ducts(C22),M,85 and Over,58
2021,1-026-Neplasms(C00-D48),1-032-Malignant neoplasm of pancreas(C25),M,30 - 39,1
2021,1-026-Neplasms(C00-D48),1-032-Malignant neoplasm of pancreas(C25),M,40 - 49,7
2021,1-026-Neplasms(C00-D48),1-032-Malignant neoplasm of pancreas(C25),M,50 - 59,29
2021,1-026-Neplasms(C00-D48),1-032-Malignant neoplasm of pancreas(C25),M,60 - 64,30
2021,1-026-Neplasms(C00-D48),1-032-Malignant neoplasm of pancreas(C25),M,65 - 69,51
2021,1-026-Neplasms(C00-D48),1-032-Malignant neoplasm of pancreas(C25),M,70 - 74,46
2021,1-026-Neplasms(C00-D48),1-032-Malignant neoplasm of pancreas(C25),M,75 - 79,35
2021,1-026-Neplasms(C00-D48),1-032-Malignant neoplasm of pancreas(C25),M,80 - 84,24
2021,1-026-Neplasms(C00-D48),1-032-Malignant neoplasm of pancreas(C25),M,85 and Over,25
2021,1-026-Neplasms(C00-D48),1-033-Malignant neoplasm of larynx(C32),M,50 - 59,2
2021,1-026-Neplasms(C00-D48),1-033-Malignant neoplasm of larynx(C32),M,60 - 64,4
2021,1-026-Neplasms(C00-D48),1-033-Malignant neoplasm of larynx(C32),M,65 - 69,5
2021,1-026-Neplasms(C00-D48),1-033-Malignant neoplasm of larynx(C32),M,70 - 74,2
2021,1-026-Neplasms(C00-D48),1-033-Malignant neoplasm of larynx(C32),M,75 - 79,6
2021,1-026-Neplasms(C00-D48),1-033-Malignant neoplasm of larynx(C32),M,80 - 84,5
2021,1-026-Neplasms(C00-D48),1-033-Malignant neoplasm of larynx(C32),M,85 and Over,7
2021,1-026-Neplasms(C00-D48),"1-034-Malignant neoplasm of trachea, bronchus and lung(C33-C34)",M,30 - 39,3
2021,1-026-Neplasms(C00-D48),"1-034-Malignant neoplasm of trachea, bronchus and lung(C33-C34)",M,40 - 49,10
2021,1-026-Neplasms(C00-D48),"1-034-Malignant neoplasm of trachea, bronchus and lung(C33-C34)",M,50 - 59,71
2021,1-026-Neplasms(C00-D48),"1-034-Malignant neoplasm of trachea, bronchus and lung(C33-C34)",M,60 - 64,75
2021,1-026-Neplasms(C00-D48),"1-034-Malignant neoplasm of trachea, bronchus and lung(C33-C34)",M,65 - 69,141
2021,1-026-Neplasms(C00-D48),"1-034-Malignant neoplasm of trachea, bronchus and lung(C33-C34)",M,70 - 74,161
2021,1-026-Neplasms(C00-D48),"1-034-Malignant neoplasm of trachea, bronchus and lung(C33-C34)",M,75 - 79,132
2021,1-026-Neplasms(C00-D48),"1-034-Malignant neoplasm of trachea, bronchus and lung(C33-C34)",M,80 - 84,121
2021,1-026-Neplasms(C00-D48),"1-034-Malignant neoplasm of trachea, bronchus and lung(C33-C34)",M,85 and Over,94
2021,1-026-Neplasms(C00-D48),1-035-Malignant melanoma of skin(C43),M,50 - 59,2
2021,1-026-Neplasms(C00-D48),1-035-Malignant melanoma of skin(C43),M,60 - 64,3
2021,1-026-Neplasms(C00-D48),1-035-Malignant melanoma of skin(C43),M,65 - 69,2
2021,1-026-Neplasms(C00-D48),1-035-Malignant melanoma of skin(C43),M,70 - 74,3
2021,1-026-Neplasms(C00-D48),1-035-Malignant melanoma of skin(C43),M,80 - 84,1
2021,1-026-Neplasms(C00-D48),1-035-Malignant melanoma of skin(C43),M,85 and Over,2
2021,1-026-Neplasms(C00-D48),1-036-Malignant neoplasm of breast(C50),M,50 - 59,1
2021,1-026-Neplasms(C00-D48),1-036-Malignant neoplasm of breast(C50),M,60 - 64,1
2021,1-026-Neplasms(C00-D48),1-040-Malignant neoplasm of prostate(C61),M,40 - 49,1
2021,1-026-Neplasms(C00-D48),1-040-Malignant neoplasm of prostate(C61),M,50 - 59,5
2021,1-026-Neplasms(C00-D48),1-040-Malignant neoplasm of prostate(C61),M,60 - 64,10
2021,1-026-Neplasms(C00-D48),1-040-Malignant neoplasm of prostate(C61),M,65 - 69,21
2021,1-026-Neplasms(C00-D48),1-040-Malignant neoplasm of prostate(C61),M,70 - 74,36
2021,1-026-Neplasms(C00-D48),1-040-Malignant neoplasm of prostate(C61),M,75 - 79,35
2021,1-026-Neplasms(C00-D48),1-040-Malignant neoplasm of prostate(C61),M,80 - 84,31
2021,1-026-Neplasms(C00-D48),1-040-Malignant neoplasm of prostate(C61),M,85 and Over,76
2021,1-026-Neplasms(C00-D48),1-041-Malignant neoplasm of bladder(C67),M,40 - 49,2
2021,1-026-Neplasms(C00-D48),1-041-Malignant neoplasm of bladder(C67),M,50 - 59,4
2021,1-026-Neplasms(C00-D48),1-041-Malignant neoplasm of bladder(C67),M,60 - 64,3
2021,1-026-Neplasms(C00-D48),1-041-Malignant neoplasm of bladder(C67),M,65 - 69,8
2021,1-026-Neplasms(C00-D48),1-041-Malignant neoplasm of bladder(C67),M,70 - 74,9
2021,1-026-Neplasms(C00-D48),1-041-Malignant neoplasm of bladder(C67),M,75 - 79,12
2021,1-026-Neplasms(C00-D48),1-041-Malignant neoplasm of bladder(C67),M,80 - 84,10
2021,1-026-Neplasms(C00-D48),1-041-Malignant neoplasm of bladder(C67),M,85 and Over,12
2021,1-026-Neplasms(C00-D48),"1-042-Malignant neoplasm of meninges, brain and other parts of central nervous system(C70-C72)",M,5-Sep,2
2021,1-026-Neplasms(C00-D48),"1-042-Malignant neoplasm of meninges, brain and other parts of central nervous system(C70-C72)",M,Oct-19,2
2021,1-026-Neplasms(C00-D48),"1-042-Malignant neoplasm of meninges, brain and other parts of central nervous system(C70-C72)",M,20 - 29,1
2021,1-026-Neplasms(C00-D48),"1-042-Malignant neoplasm of meninges, brain and other parts of central nervous system(C70-C72)",M,28 days - under 1 years,1
2021,1-026-Neplasms(C00-D48),"1-042-Malignant neoplasm of meninges, brain and other parts of central nervous system(C70-C72)",M,30 - 39,5
2021,1-026-Neplasms(C00-D48),"1-042-Malignant neoplasm of meninges, brain and other parts of central nervous system(C70-C72)",M,40 - 49,4
2021,1-026-Neplasms(C00-D48),"1-042-Malignant neoplasm of meninges, brain and other parts of central nervous system(C70-C72)",M,50 - 59,9
2021,1-026-Neplasms(C00-D48),"1-042-Malignant neoplasm of meninges, brain and other parts of central nervous system(C70-C72)",M,60 - 64,7
2021,1-026-Neplasms(C00-D48),"1-042-Malignant neoplasm of meninges, brain and other parts of central nervous system(C70-C72)",M,65 - 69,4
2021,1-026-Neplasms(C00-D48),"1-042-Malignant neoplasm of meninges, brain and other parts of central nervous system(C70-C72)",M,70 - 74,11
2021,1-026-Neplasms(C00-D48),"1-042-Malignant neoplasm of meninges, brain and other parts of central nervous system(C70-C72)",M,75 - 79,2
2021,1-026-Neplasms(C00-D48),"1-042-Malignant neoplasm of meninges, brain and other parts of central nervous system(C70-C72)",M,80 - 84,3
2021,1-026-Neplasms(C00-D48),"1-042-Malignant neoplasm of meninges, brain and other parts of central nervous system(C70-C72)",M,85 and Over,4
2021,1-026-Neplasms(C00-D48),1-043-Non-Hodgkins lymphoma(C82-C85)),M,20 - 29,1
2021,1-026-Neplasms(C00-D48),1-043-Non-Hodgkins lymphoma(C82-C85)),M,30 - 39,2
2021,1-026-Neplasms(C00-D48),1-043-Non-Hodgkins lymphoma(C82-C85)),M,40 - 49,3
2021,1-026-Neplasms(C00-D48),1-043-Non-Hodgkins lymphoma(C82-C85)),M,50 - 59,12
2021,1-026-Neplasms(C00-D48),1-043-Non-Hodgkins lymphoma(C82-C85)),M,60 - 64,8
2021,1-026-Neplasms(C00-D48),1-043-Non-Hodgkins lymphoma(C82-C85)),M,65 - 69,15
2021,1-026-Neplasms(C00-D48),1-043-Non-Hodgkins lymphoma(C82-C85)),M,70 - 74,20
2021,1-026-Neplasms(C00-D48),1-043-Non-Hodgkins lymphoma(C82-C85)),M,75 - 79,16
2021,1-026-Neplasms(C00-D48),1-043-Non-Hodgkins lymphoma(C82-C85)),M,80 - 84,16
2021,1-026-Neplasms(C00-D48),1-043-Non-Hodgkins lymphoma(C82-C85)),M,85 and Over,15
2021,1-026-Neplasms(C00-D48),1-044-Multiple myeloma and malignant plasma cell neoplasms(C90),M,50 - 59,3
2021,1-026-Neplasms(C00-D48),1-044-Multiple myeloma and malignant plasma cell neoplasms(C90),M,60 - 64,4
2021,1-026-Neplasms(C00-D48),1-044-Multiple myeloma and malignant plasma cell neoplasms(C90),M,65 - 69,8
2021,1-026-Neplasms(C00-D48),1-044-Multiple myeloma and malignant plasma cell neoplasms(C90),M,70 - 74,8
2021,1-026-Neplasms(C00-D48),1-044-Multiple myeloma and malignant plasma cell neoplasms(C90),M,75 - 79,6
2021,1-026-Neplasms(C00-D48),1-044-Multiple myeloma and malignant plasma cell neoplasms(C90),M,80 - 84,4
2021,1-026-Neplasms(C00-D48),1-044-Multiple myeloma and malignant plasma cell neoplasms(C90),M,85 and Over,7
2021,1-026-Neplasms(C00-D48),1-045-Leukaemia(C91-C95),M,Oct-19,3
2021,1-026-Neplasms(C00-D48),1-045-Leukaemia(C91-C95),M,20 - 29,2
2021,1-026-Neplasms(C00-D48),1-045-Leukaemia(C91-C95),M,30 - 39,4
2021,1-026-Neplasms(C00-D48),1-045-Leukaemia(C91-C95),M,40 - 49,1
2021,1-026-Neplasms(C00-D48),1-045-Leukaemia(C91-C95),M,50 - 59,10
2021,1-026-Neplasms(C00-D48),1-045-Leukaemia(C91-C95),M,60 - 64,14
2021,1-026-Neplasms(C00-D48),1-045-Leukaemia(C91-C95),M,65 - 69,9
2021,1-026-Neplasms(C00-D48),1-045-Leukaemia(C91-C95),M,70 - 74,22
2021,1-026-Neplasms(C00-D48),1-045-Leukaemia(C91-C95),M,75 - 79,11
2021,1-026-Neplasms(C00-D48),1-045-Leukaemia(C91-C95),M,80 - 84,10
2021,1-026-Neplasms(C00-D48),1-045-Leukaemia(C91-C95),M,85 and Over,14
2021,1-026-Neplasms(C00-D48),1-046-Remainder of malignant neoplasms,M,5-Sep,2
2021,1-026-Neplasms(C00-D48),1-046-Remainder of malignant neoplasms,M,Oct-19,2
2021,1-026-Neplasms(C00-D48),1-046-Remainder of malignant neoplasms,M,20 - 29,5
2021,1-026-Neplasms(C00-D48),1-046-Remainder of malignant neoplasms,M,30 - 39,6
2021,1-026-Neplasms(C00-D48),1-046-Remainder of malignant neoplasms,M,40 - 49,18
2021,1-026-Neplasms(C00-D48),1-046-Remainder of malignant neoplasms,M,50 - 59,38
2021,1-026-Neplasms(C00-D48),1-046-Remainder of malignant neoplasms,M,60 - 64,52
2021,1-026-Neplasms(C00-D48),1-046-Remainder of malignant neoplasms,M,65 - 69,58
2021,1-026-Neplasms(C00-D48),1-046-Remainder of malignant neoplasms,M,70 - 74,63
2021,1-026-Neplasms(C00-D48),1-046-Remainder of malignant neoplasms,M,75 - 79,30
2021,1-026-Neplasms(C00-D48),1-046-Remainder of malignant neoplasms,M,80 - 84,48
2021,1-026-Neplasms(C00-D48),1-046-Remainder of malignant neoplasms,M,85 and Over,48
2021,1-026-Neplasms(C00-D48),1-047-Remainder of neoplasms(D00-D48),M,40 - 49,2
2021,1-026-Neplasms(C00-D48),1-047-Remainder of neoplasms(D00-D48),M,50 - 59,9
2021,1-026-Neplasms(C00-D48),1-047-Remainder of neoplasms(D00-D48),M,60 - 64,14
2021,1-026-Neplasms(C00-D48),1-047-Remainder of neoplasms(D00-D48),M,65 - 69,9
2021,1-026-Neplasms(C00-D48),1-047-Remainder of neoplasms(D00-D48),M,70 - 74,22
2021,1-026-Neplasms(C00-D48),1-047-Remainder of neoplasms(D00-D48),M,75 - 79,14
2021,1-026-Neplasms(C00-D48),1-047-Remainder of neoplasms(D00-D48),M,80 - 84,8
2021,1-026-Neplasms(C00-D48),1-047-Remainder of neoplasms(D00-D48),M,85 and Over,23
2021,1-048-Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism(D50-D89),1-049-Anaemias(D50-D64),M,70 - 74,1
2021,1-048-Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism(D50-D89),1-049-Anaemias(D50-D64),M,85 and Over,2
2021,1-048-Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism(D50-D89),1-050-Remainder of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism(D65-D89),M,40 - 49,1
2021,1-048-Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism(D50-D89),1-050-Remainder of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism(D65-D89),M,65 - 69,2
2021,1-048-Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism(D50-D89),1-050-Remainder of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism(D65-D89),M,75 - 79,1
2021,"1-051-Endocrine, nutritional and metabolic diseases(E00-E88)",1-052-Diabetes mellitus(E10-E14),M,20 - 29,1
2021,"1-051-Endocrine, nutritional and metabolic diseases(E00-E88)",1-052-Diabetes mellitus(E10-E14),M,30 - 39,1
2021,"1-051-Endocrine, nutritional and metabolic diseases(E00-E88)",1-052-Diabetes mellitus(E10-E14),M,40 - 49,4
2021,"1-051-Endocrine, nutritional and metabolic diseases(E00-E88)",1-052-Diabetes mellitus(E10-E14),M,50 - 59,11
2021,"1-051-Endocrine, nutritional and metabolic diseases(E00-E88)",1-052-Diabetes mellitus(E10-E14),M,60 - 64,13
2021,"1-051-Endocrine, nutritional and metabolic diseases(E00-E88)",1-052-Diabetes mellitus(E10-E14),M,65 - 69,10
2021,"1-051-Endocrine, nutritional and metabolic diseases(E00-E88)",1-052-Diabetes mellitus(E10-E14),M,70 - 74,21
2021,"1-051-Endocrine, nutritional and metabolic diseases(E00-E88)",1-052-Diabetes mellitus(E10-E14),M,75 - 79,11
2021,"1-051-Endocrine, nutritional and metabolic diseases(E00-E88)",1-052-Diabetes mellitus(E10-E14),M,80 - 84,19
2021,"1-051-Endocrine, nutritional and metabolic diseases(E00-E88)",1-052-Diabetes mellitus(E10-E14),M,85 and Over,27
2021,"1-051-Endocrine, nutritional and metabolic diseases(E00-E88)","1-054-Remainder of endocrine, nutritional and metabolic diseases",M,28 days - under 1 years,1
2021,"1-051-Endocrine, nutritional and metabolic diseases(E00-E88)","1-054-Remainder of endocrine, nutritional and metabolic diseases",M,30 - 39,1
2021,"1-051-Endocrine, nutritional and metabolic diseases(E00-E88)","1-054-Remainder of endocrine, nutritional and metabolic diseases",M,50 - 59,2
2021,"1-051-Endocrine, nutritional and metabolic diseases(E00-E88)","1-054-Remainder of endocrine, nutritional and metabolic diseases",M,60 - 64,1
2021,"1-051-Endocrine, nutritional and metabolic diseases(E00-E88)","1-054-Remainder of endocrine, nutritional and metabolic diseases",M,65 - 69,1
2021,"1-051-Endocrine, nutritional and metabolic diseases(E00-E88)","1-054-Remainder of endocrine, nutritional and metabolic diseases",M,70 - 74,2
2021,"1-051-Endocrine, nutritional and metabolic diseases(E00-E88)","1-054-Remainder of endocrine, nutritional and metabolic diseases",M,75 - 79,2
2021,"1-051-Endocrine, nutritional and metabolic diseases(E00-E88)","1-054-Remainder of endocrine, nutritional and metabolic diseases",M,80 - 84,1
2021,"1-051-Endocrine, nutritional and metabolic diseases(E00-E88)","1-054-Remainder of endocrine, nutritional and metabolic diseases",M,85 and Over,1
2021,1-055-Mental and behavioural disorders(F01-F99),"1-057-Remainder of mental and behavioural disorders(F01-F09,F20-F99)",M,80 - 84,1
2021,1-055-Mental and behavioural disorders(F01-F99),"1-057-Remainder of mental and behavioural disorders(F01-F09,F20-F99)",M,85 and Over,1
2021,1-058-Diseases of the nervous system(G00-G98),"1-059-Meningitis(G00,G03)",M,Oct-19,1
2021,1-058-Diseases of the nervous system(G00-G98),"1-059-Meningitis(G00,G03)",M,75 - 79,1
2021,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",M,1,1
2021,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",M,4,1
2021,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",M,Oct-19,2
2021,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",M,20 - 29,2
2021,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",M,30 - 39,3
2021,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",M,40 - 49,3
2021,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",M,50 - 59,9
2021,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",M,60 - 64,5
2021,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",M,65 - 69,11
2021,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",M,70 - 74,14
2021,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",M,75 - 79,9
2021,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",M,80 - 84,16
2021,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",M,85 and Over,24
